COUNTRY,COUNTRY_CODE,SEX_CODE,AGEGROUP_CODE,FRACTION_POP,WEIGHTED_DEATHS_100K,AGE_MIDPOINT,WEIGHTED_AGE,GENDER_RATIO
Germany,DEU,FMLE,YEARS45-49,0.032179407,3.832567353,47,1.512432121,0.975896242
Germany,DEU,FMLE,YEARS50-54,0.040900285,7.967375556,52,2.12681483,0.975896242
Germany,DEU,FMLE,YEARS55-59,0.040266846,13.34040596,57,2.295210202,0.975896242
Germany,DEU,FMLE,YEARS5-9,0.021682915,0.1019097,7,0.151780404,0.975896242
Germany,DEU,FMLE,YEARS60-64,0.03460199,18.92036819,62,2.145323387,0.975896242
Germany,DEU,FMLE,YEARS65-69,0.02937447,23.77275894,67,1.96808952,0.975896242
Germany,DEU,FMLE,YEARS70-74,0.024396349,31.76160674,72,1.756537127,0.975896242
Germany,DEU,FMLE,YEARS75-79,0.02484476,48.42492256,77,1.913046553,0.975896242
Germany,DEU,FMLE,YEARS80-84,0.022405282,88.06620296,82,1.837233156,0.975896242
Germany,DEU,FMLE,YEARS85PLUS,0.020113331,122.6852858,88,1.769973138,0.975896242
Germany,DEU,MLE,YEARS0-1,0.005100815,1.598085336,0.5,0.002550407,0.975896242
Germany,DEU,MLE,YEARS10-14,0.023602727,0.141616359,12,0.283232719,0.975896242
Germany,DEU,MLE,YEARS1-4,0.019396208,0.215297909,2.5,0.04849052,0.975896242
Germany,DEU,MLE,YEARS15-19,0.025899743,0.585334184,17,0.440295625,0.975896242
Germany,DEU,MLE,YEARS20-24,0.028452766,0.973084611,22,0.625960861,0.975896242
Germany,DEU,MLE,YEARS25-29,0.030394789,1.100291366,27,0.820659306,0.975896242
Germany,DEU,MLE,YEARS30-34,0.033680166,1.758104682,32,1.077765322,0.975896242
Germany,DEU,MLE,YEARS35-39,0.032466306,2.600551138,37,1.201253335,0.975896242
Germany,DEU,MLE,YEARS40-44,0.030084397,3.640212083,42,1.26354469,0.975896242
Germany,DEU,MLE,YEARS45-49,0.032624298,6.544434187,47,1.533342008,0.975896242
Germany,DEU,MLE,YEARS50-54,0.04128732,14.62396873,52,2.146940638,0.975896242
Germany,DEU,MLE,YEARS55-59,0.040085817,24.48040828,57,2.284891554,0.975896242
Germany,DEU,MLE,YEARS5-9,0.023092052,0.124697083,7,0.161644367,0.975896242
Germany,DEU,MLE,YEARS60-64,0.033240172,34.44014253,62,2.060890683,0.975896242
Germany,DEU,MLE,YEARS65-69,0.026680541,41.32815857,67,1.787596271,0.975896242
Germany,DEU,MLE,YEARS70-74,0.02150537,49.50751295,72,1.548386661,0.975896242
Germany,DEU,MLE,YEARS75-79,0.020128346,70.05469547,77,1.549882643,0.975896242
Germany,DEU,MLE,YEARS80-84,0.015988664,95.6250026,82,1.311070461,0.975896242
Germany,DEU,MLE,YEARS85PLUS,0.010190052,129.5389917,88,0.896724532,0.975896242
India,IND,FMLE,YEARS0-1,0.008332581,23.31539565,0.5,0.004166291,1.082039246
India,IND,FMLE,YEARS10-14,0.044036846,2.122575967,12,0.528442149,1.082039246
India,IND,FMLE,YEARS1-4,0.032355539,5.270717304,2.5,0.080888848,1.082039246
India,IND,FMLE,YEARS15-19,0.043298897,3.60246825,17,0.736081253,1.082039246
India,IND,FMLE,YEARS20-24,0.041948437,4.794706336,22,0.922865612,1.082039246
India,IND,FMLE,YEARS25-29,0.040309517,4.825049206,27,1.088356964,1.082039246
India,IND,FMLE,YEARS30-34,0.038654193,5.287893536,32,1.236934161,1.082039246
India,IND,FMLE,YEARS35-39,0.035494179,6.026911542,37,1.313284612,1.082039246
India,IND,FMLE,YEARS40-44,0.031202728,7.507376256,42,1.310514558,1.082039246
India,IND,FMLE,YEARS45-49,0.027693007,9.074998518,47,1.301571347,1.082039246
India,IND,FMLE,YEARS50-54,0.024112668,15.40799499,52,1.253858747,1.082039246
India,IND,FMLE,YEARS55-59,0.020817365,18.35883408,57,1.186589798,1.082039246
India,IND,FMLE,YEARS5-9,0.041743769,2.350174188,7,0.292206382,1.082039246
India,IND,FMLE,YEARS60-64,0.017265411,24.80176274,62,1.070455475,1.082039246
India,IND,FMLE,YEARS65-69,0.013383973,29.50362951,67,0.896726174,1.082039246
India,IND,FMLE,YEARS70-74,0.008680957,30.85385793,72,0.625028915,1.082039246
India,IND,FMLE,YEARS75-79,0.005704272,31.12478756,77,0.439228913,1.082039246
India,IND,FMLE,YEARS80-84,0.003321131,32.68889344,82,0.27233272,1.082039246
India,IND,FMLE,YEARS85PLUS,0.001942874,31.54645071,88,0.170972942,1.082039246
India,IND,MLE,YEARS0-1,0.009161866,25.74209617,0.5,0.004580933,1.082039246
India,IND,MLE,YEARS10-14,0.048895869,2.258989128,12,0.586750423,1.082039246
India,IND,MLE,YEARS1-4,0.035615693,4.711956154,2.5,0.089039232,1.082039246
India,IND,MLE,YEARS15-19,0.048685729,3.481029594,17,0.827657386,1.082039246
India,IND,MLE,YEARS20-24,0.047187799,5.926787608,22,1.038131587,1.082039246
India,IND,MLE,YEARS25-29,0.045084661,6.952054691,27,1.217285841,1.082039246
India,IND,MLE,YEARS30-34,0.04262474,9.185631536,32,1.36399169,1.082039246
India,IND,MLE,YEARS35-39,0.038669601,11.48100466,37,1.430775253,1.082039246
India,IND,MLE,YEARS40-44,0.033316244,12.64018315,42,1.399282268,1.082039246
India,IND,MLE,YEARS45-49,0.029186831,16.30668243,47,1.371781053,1.082039246
India,IND,MLE,YEARS50-54,0.025237379,20.70979334,52,1.312343716,1.082039246
India,IND,MLE,YEARS55-59,0.021589998,28.66719874,57,1.23062986,1.082039246
India,IND,MLE,YEARS5-9,0.046040517,2.104051629,7,0.322283619,1.082039246
India,IND,MLE,YEARS60-64,0.017658755,33.09427222,62,1.094842793,1.082039246
India,IND,MLE,YEARS65-69,0.013383299,37.39427494,67,0.896681014,1.082039246
India,IND,MLE,YEARS70-74,0.008037506,33.9930244,72,0.578700437,1.082039246
India,IND,MLE,YEARS75-79,0.005021789,32.27905695,77,0.386677772,1.082039246
India,IND,MLE,YEARS80-84,0.002741946,29.14030764,82,0.22483959,1.082039246
India,IND,MLE,YEARS85PLUS,0.001561435,27.24687811,88,0.137406247,1.082039246
Indonesia,IDN,FMLE,YEARS0-1,0.008243242,15.23186229,0.5,0.004121621,1.014245421
Indonesia,IDN,FMLE,YEARS10-14,0.041221874,1.23253403,12,0.494662487,1.014245421
Indonesia,IDN,FMLE,YEARS1-4,0.035017778,2.818931121,2.5,0.087544445,1.014245421
Indonesia,IDN,FMLE,YEARS15-19,0.04185327,2.050810244,17,0.711505595,1.014245421
Indonesia,IDN,FMLE,YEARS20-24,0.040367461,2.514892815,22,0.88808414,1.014245421
Indonesia,IDN,FMLE,YEARS25-29,0.037655175,2.884386381,27,1.016689717,1.014245421
Indonesia,IDN,FMLE,YEARS30-34,0.03745945,3.892036895,32,1.198702412,1.014245421
Indonesia,IDN,FMLE,YEARS35-39,0.0390893,6.066659374,37,1.446304103,1.014245421
Indonesia,IDN,FMLE,YEARS40-44,0.035642124,8.696678241,42,1.496969205,1.014245421
Indonesia,IDN,FMLE,YEARS45-49,0.032695791,12.64346241,47,1.536702181,1.014245421
Indonesia,IDN,FMLE,YEARS50-54,0.028641924,17.11068557,52,1.489380063,1.014245421
Indonesia,IDN,FMLE,YEARS55-59,0.023811897,21.5640535,57,1.357278102,1.014245421
Indonesia,IDN,FMLE,YEARS5-9,0.043404517,2.391588882,7,0.303831618,1.014245421
Indonesia,IDN,FMLE,YEARS60-64,0.018393207,26.07420986,62,1.140378817,1.014245421
Indonesia,IDN,FMLE,YEARS65-69,0.012492249,28.232483,67,0.836980691,1.014245421
Indonesia,IDN,FMLE,YEARS70-74,0.008964172,33.85319374,72,0.645420349,1.014245421
Indonesia,IDN,FMLE,YEARS75-79,0.006036218,37.69618328,77,0.464788809,1.014245421
Indonesia,IDN,FMLE,YEARS80-84,0.00357678,36.57078275,82,0.293295925,1.014245421
Indonesia,IDN,FMLE,YEARS85PLUS,0.001897404,36.91551035,88,0.166971541,1.014245421
Indonesia,IDN,MLE,YEARS0-1,0.00866733,20.05273387,0.5,0.004333665,1.014245421
Indonesia,IDN,MLE,YEARS10-14,0.043645725,1.894224453,12,0.523748697,1.014245421
Indonesia,IDN,MLE,YEARS1-4,0.036532476,3.404826752,2.5,0.09133119,1.014245421
Indonesia,IDN,MLE,YEARS15-19,0.044401485,4.400187144,17,0.754825242,1.014245421
Indonesia,IDN,MLE,YEARS20-24,0.042444519,5.543254172,22,0.933779416,1.014245421
Indonesia,IDN,MLE,YEARS25-29,0.038678326,4.861865623,27,1.044314812,1.014245421
Indonesia,IDN,MLE,YEARS30-34,0.037118012,5.42294153,32,1.187776379,1.014245421
Indonesia,IDN,MLE,YEARS35-39,0.039140877,7.886886692,37,1.448212445,1.014245421
Indonesia,IDN,MLE,YEARS40-44,0.036130411,10.94751457,42,1.517477268,1.014245421
Indonesia,IDN,MLE,YEARS45-49,0.033336104,15.99466262,47,1.56679688,1.014245421
Indonesia,IDN,MLE,YEARS50-54,0.028790909,23.03848517,52,1.497127254,1.014245421
Indonesia,IDN,MLE,YEARS55-59,0.023422525,30.43991297,57,1.335083902,1.014245421
Indonesia,IDN,MLE,YEARS5-9,0.045418299,2.870436516,7,0.317928095,1.014245421
Indonesia,IDN,MLE,YEARS60-64,0.018273026,39.14813073,62,1.132927607,1.014245421
Indonesia,IDN,MLE,YEARS65-69,0.01236851,41.59900929,67,0.828690162,1.014245421
Indonesia,IDN,MLE,YEARS70-74,0.007317557,38.04471036,72,0.526864101,1.014245421
Indonesia,IDN,MLE,YEARS75-79,0.004570304,36.0519258,77,0.351913376,1.014245421
Indonesia,IDN,MLE,YEARS80-84,0.002251842,27.01174473,82,0.184651039,1.014245421
Indonesia,IDN,MLE,YEARS85PLUS,0.001027933,21.89271531,88,0.09045812,1.014245421
Iran,IRN,FMLE,YEARS0-1,0.0093895,9.797943271,0.5,0.00469475,1.021106838
Iran,IRN,FMLE,YEARS10-14,0.035676289,0.881204336,12,0.428115467,1.021106838
Iran,IRN,FMLE,YEARS1-4,0.035147282,1.486730039,2.5,0.087868206,1.021106838
Iran,IRN,FMLE,YEARS15-19,0.032249047,1.270612436,17,0.548233792,1.021106838
Iran,IRN,FMLE,YEARS20-24,0.034335524,1.490161761,22,0.755381538,1.021106838
Iran,IRN,FMLE,YEARS25-29,0.043328444,2.105762396,27,1.169867998,1.021106838
Iran,IRN,FMLE,YEARS30-34,0.052199491,2.886631845,32,1.670383708,1.021106838
Iran,IRN,FMLE,YEARS35-39,0.048374824,3.337862872,37,1.789868496,1.021106838
Iran,IRN,FMLE,YEARS40-44,0.036796379,3.52877271,42,1.545447902,1.021106838
Iran,IRN,FMLE,YEARS45-49,0.029982925,4.413486497,47,1.409197455,1.021106838
Iran,IRN,FMLE,YEARS50-54,0.026854269,6.399372342,52,1.396421996,1.021106838
Iran,IRN,FMLE,YEARS55-59,0.021593498,8.725932626,57,1.230829398,1.021106838
Iran,IRN,FMLE,YEARS5-9,0.039788543,1.137952331,7,0.278519801,1.021106838
Iran,IRN,FMLE,YEARS60-64,0.018182864,13.20621377,62,1.127337538,1.021106838
Iran,IRN,FMLE,YEARS65-69,0.012832132,15.60387222,67,0.859752828,1.021106838
Iran,IRN,FMLE,YEARS70-74,0.008289419,17.67469919,72,0.596838168,1.021106838
Iran,IRN,FMLE,YEARS75-79,0.004998065,21.07583914,77,0.38485098,1.021106838
Iran,IRN,FMLE,YEARS80-84,0.002925324,21.46310209,82,0.239876567,1.021106838
Iran,IRN,FMLE,YEARS85PLUS,0.001834578,29.71759441,88,0.16144286,1.021106838
Iran,IRN,MLE,YEARS0-1,0.009789964,11.49635433,0.5,0.004894982,1.021106838
Iran,IRN,MLE,YEARS10-14,0.037471802,1.244063834,12,0.449661627,1.021106838
Iran,IRN,MLE,YEARS1-4,0.037127192,1.525927579,2.5,0.092817979,1.021106838
Iran,IRN,MLE,YEARS15-19,0.033677939,3.15562285,17,0.572524957,1.021106838
Iran,IRN,MLE,YEARS20-24,0.03472646,4.347752809,22,0.763982123,1.021106838
Iran,IRN,MLE,YEARS25-29,0.043016446,5.118957073,27,1.161444042,1.021106838
Iran,IRN,MLE,YEARS30-34,0.051719897,6.599458848,32,1.655036702,1.021106838
Iran,IRN,MLE,YEARS35-39,0.04819869,7.24908293,37,1.783351519,1.021106838
Iran,IRN,MLE,YEARS40-44,0.037529235,7.427035666,42,1.576227883,1.021106838
Iran,IRN,MLE,YEARS45-49,0.030600975,8.626414965,47,1.438245844,1.021106838
Iran,IRN,MLE,YEARS50-54,0.027081867,12.51182243,52,1.40825707,1.021106838
Iran,IRN,MLE,YEARS55-59,0.021314848,15.93711161,57,1.214946318,1.021106838
Iran,IRN,MLE,YEARS5-9,0.042156687,1.180387224,7,0.295096806,1.021106838
Iran,IRN,MLE,YEARS60-64,0.018103806,20.93886155,62,1.122435947,1.021106838
Iran,IRN,MLE,YEARS65-69,0.012710934,22.1958325,67,0.851632561,1.021106838
Iran,IRN,MLE,YEARS70-74,0.008076825,21.91807988,72,0.581531397,1.021106838
Iran,IRN,MLE,YEARS75-79,0.005650694,27.02444188,77,0.435103403,1.021106838
Iran,IRN,MLE,YEARS80-84,0.003859715,28.90810775,82,0.316496633,1.021106838
Iran,IRN,MLE,YEARS85PLUS,0.00240763,37.20174014,88,0.211871465,1.021106838
Italy,ITA,FMLE,YEARS0-1,0.003516559,0.838699436,0.5,0.00175828,0.9476336
Italy,ITA,FMLE,YEARS10-14,0.022993475,0.103470636,12,0.275921695,0.9476336
Italy,ITA,FMLE,YEARS1-4,0.015565245,0.110513238,2.5,0.038913112,0.9476336
Italy,ITA,FMLE,YEARS15-19,0.02290776,0.153481995,17,0.389431927,0.9476336
Italy,ITA,FMLE,YEARS20-24,0.023485497,0.270083215,22,0.516680933,0.9476336
Italy,ITA,FMLE,YEARS25-29,0.025584998,0.327487978,27,0.690794954,0.9476336
Italy,ITA,FMLE,YEARS30-34,0.027716143,0.482260886,32,0.886916571,0.9476336
Italy,ITA,FMLE,YEARS35-39,0.030546626,1.004983987,37,1.130225153,0.9476336
Italy,ITA,FMLE,YEARS40-44,0.035781927,1.882129385,42,1.502840954,0.9476336
Italy,ITA,FMLE,YEARS45-49,0.040773266,3.657361949,47,1.916343496,0.9476336
Italy,ITA,FMLE,YEARS50-54,0.041038649,6.118862634,52,2.134009772,0.9476336
Italy,ITA,FMLE,YEARS55-59,0.038579809,9.131840852,57,2.199049128,0.9476336
Italy,ITA,FMLE,YEARS5-9,0.02181057,0.089423336,7,0.152673988,0.9476336
Italy,ITA,FMLE,YEARS60-64,0.033081832,12.06163612,62,2.051073614,0.9476336
Italy,ITA,FMLE,YEARS65-69,0.030599293,17.67109165,67,2.050152624,0.9476336
Italy,ITA,FMLE,YEARS70-74,0.029251004,28.12191551,72,2.106072308,0.9476336
Italy,ITA,FMLE,YEARS75-79,0.023890335,38.70951028,77,1.839555818,0.9476336
Italy,ITA,FMLE,YEARS80-84,0.021995574,75.39202778,82,1.803637028,0.9476336
Italy,ITA,FMLE,YEARS85PLUS,0.024325033,262.2700758,88,2.140602924,0.9476336
Italy,ITA,MLE,YEARS0-1,0.003731605,1.050446686,0.5,0.001865802,0.9476336
Italy,ITA,MLE,YEARS10-14,0.024385694,0.158507009,12,0.292628325,0.9476336
Italy,ITA,MLE,YEARS1-4,0.016534921,0.138893338,2.5,0.041337303,0.9476336
Italy,ITA,MLE,YEARS15-19,0.024516098,0.451096206,17,0.416773669,0.9476336
Italy,ITA,MLE,YEARS20-24,0.025322373,0.739413284,22,0.557092201,0.9476336
Italy,ITA,MLE,YEARS25-29,0.026931933,0.816037559,27,0.727162182,0.9476336
Italy,ITA,MLE,YEARS30-34,0.02826904,1.026166168,32,0.904609294,0.9476336
Italy,ITA,MLE,YEARS35-39,0.030738748,1.564602257,37,1.137333664,0.9476336
Italy,ITA,MLE,YEARS40-44,0.035635222,2.993358689,42,1.496679344,0.9476336
Italy,ITA,MLE,YEARS45-49,0.040165505,5.719567858,47,1.887778717,0.9476336
Italy,ITA,MLE,YEARS50-54,0.039817099,9.767134354,52,2.070489141,0.9476336
Italy,ITA,MLE,YEARS55-59,0.03668589,15.00086032,57,2.091095716,0.9476336
Italy,ITA,MLE,YEARS5-9,0.023127942,0.113326915,7,0.161895592,0.9476336
Italy,ITA,MLE,YEARS60-64,0.030632323,20.39500092,62,1.899204051,0.9476336
Italy,ITA,MLE,YEARS65-69,0.027752856,29.89537677,67,1.85944137,0.9476336
Italy,ITA,MLE,YEARS70-74,0.025659779,45.93613698,72,1.847504113,0.9476336
Italy,ITA,MLE,YEARS75-79,0.019217692,54.43603349,77,1.47976226,0.9476336
Italy,ITA,MLE,YEARS80-84,0.015558985,82.53575008,82,1.275836806,0.9476336
Italy,ITA,MLE,YEARS85PLUS,0.011872699,157.066306,88,1.044797488,0.9476336
Japan,JPN,FMLE,YEARS0-1,0.003433493,0.558286028,0.5,0.001716747,0.954403335
Japan,JPN,FMLE,YEARS10-14,0.021431874,0.102872997,12,0.257182493,0.954403335
Japan,JPN,FMLE,YEARS1-4,0.015380943,0.176880842,2.5,0.038452357,0.954403335
Japan,JPN,FMLE,YEARS15-19,0.022071515,0.20526509,17,0.375215756,0.954403335
Japan,JPN,FMLE,YEARS20-24,0.023160871,0.354361324,22,0.509539159,0.954403335
Japan,JPN,FMLE,YEARS25-29,0.023978936,0.424427169,27,0.647431274,0.954403335
Japan,JPN,FMLE,YEARS30-34,0.02675938,0.663632634,32,0.856300173,0.954403335
Japan,JPN,FMLE,YEARS35-39,0.030120353,1.060236429,37,1.114453065,0.954403335
Japan,JPN,FMLE,YEARS40-44,0.034078952,1.945908141,42,1.431315971,0.954403335
Japan,JPN,FMLE,YEARS45-49,0.038597182,3.620415635,47,1.814067536,0.954403335
Japan,JPN,FMLE,YEARS50-54,0.03300637,4.766119865,52,1.716331253,0.954403335
Japan,JPN,FMLE,YEARS55-59,0.030503207,6.106742104,57,1.738682817,0.954403335
Japan,JPN,FMLE,YEARS5-9,0.020935265,0.087928114,7,0.146546856,0.954403335
Japan,JPN,FMLE,YEARS60-64,0.030209861,8.860552233,62,1.873011382,0.954403335
Japan,JPN,FMLE,YEARS65-69,0.03510672,16.79154419,67,2.352150242,0.954403335
Japan,JPN,FMLE,YEARS70-74,0.037602016,23.92240262,72,2.707345156,0.954403335
Japan,JPN,FMLE,YEARS75-79,0.029685197,36.45639075,77,2.285760189,0.954403335
Japan,JPN,FMLE,YEARS80-84,0.024157282,60.5768,82,1.980897113,0.954403335
Japan,JPN,FMLE,YEARS85PLUS,0.031445693,252.8642501,88,2.767220973,0.954403335
Japan,JPN,MLE,YEARS0-1,0.003623994,0.646520582,0.5,0.001811997,0.954403335
Japan,JPN,MLE,YEARS10-14,0.022605709,0.142415967,12,0.271268508,0.954403335
Japan,JPN,MLE,YEARS1-4,0.016230326,0.21261727,2.5,0.040575815,0.954403335
Japan,JPN,MLE,YEARS15-19,0.02326281,0.483866443,17,0.395467766,0.954403335
Japan,JPN,MLE,YEARS20-24,0.024375396,0.950640436,22,0.536258708,0.954403335
Japan,JPN,MLE,YEARS25-29,0.025190245,0.952191257,27,0.680136612,0.954403335
Japan,JPN,MLE,YEARS30-34,0.028053505,1.332541475,32,0.897712152,0.954403335
Japan,JPN,MLE,YEARS35-39,0.031436328,1.901897859,37,1.163144145,0.954403335
Japan,JPN,MLE,YEARS40-44,0.035270972,3.100318401,42,1.481380806,0.954403335
Japan,JPN,MLE,YEARS45-49,0.039882808,5.978432981,47,1.874491995,0.954403335
Japan,JPN,MLE,YEARS50-54,0.033513329,8.421899702,52,1.742693134,0.954403335
Japan,JPN,MLE,YEARS55-59,0.0308606,11.86898693,57,1.759054225,0.954403335
Japan,JPN,MLE,YEARS5-9,0.022087619,0.101603049,7,0.154613336,0.954403335
Japan,JPN,MLE,YEARS60-64,0.029912495,19.18288274,62,1.854574661,0.954403335
Japan,JPN,MLE,YEARS65-69,0.033403949,39.05589756,67,2.238064605,0.954403335
Japan,JPN,MLE,YEARS70-74,0.033495846,52.99712706,72,2.41170089,0.954403335
Japan,JPN,MLE,YEARS75-79,0.023878629,65.6686173,77,1.838654424,0.954403335
Japan,JPN,MLE,YEARS80-84,0.016885677,86.0477201,82,1.384625493,0.954403335
Japan,JPN,MLE,YEARS85PLUS,0.014364652,159.1344836,88,1.264089343,0.954403335
Mexico,MEX,FMLE,YEARS0-1,0.00829355,8.839265352,0.5,0.004146775,0.957516461
Mexico,MEX,FMLE,YEARS10-14,0.042809919,0.757735558,12,0.513719022,0.957516461
Mexico,MEX,FMLE,YEARS1-4,0.033995524,1.291829925,2.5,0.084988811,0.957516461
Mexico,MEX,FMLE,YEARS15-19,0.043241616,1.336165926,17,0.735107467,0.957516461
Mexico,MEX,FMLE,YEARS20-24,0.042654105,1.876780617,22,0.938390308,0.957516461
Mexico,MEX,FMLE,YEARS25-29,0.04210425,2.265208664,27,1.136814757,0.957516461
Mexico,MEX,FMLE,YEARS30-34,0.039037291,2.474964225,32,1.249193299,0.957516461
Mexico,MEX,FMLE,YEARS35-39,0.036870151,3.351496713,37,1.364195582,0.957516461
Mexico,MEX,FMLE,YEARS40-44,0.035016935,4.874357345,42,1.470711268,0.957516461
Mexico,MEX,FMLE,YEARS45-49,0.032594158,6.623132987,47,1.531925445,0.957516461
Mexico,MEX,FMLE,YEARS50-54,0.028111089,9.521225712,52,1.461776608,0.957516461
Mexico,MEX,FMLE,YEARS55-59,0.02345025,12.52712335,57,1.336664228,0.957516461
Mexico,MEX,FMLE,YEARS5-9,0.042916091,0.605116882,7,0.300412636,0.957516461
Mexico,MEX,FMLE,YEARS60-64,0.018915681,15.54868972,62,1.172772217,0.957516461
Mexico,MEX,FMLE,YEARS65-69,0.014487747,19.2194453,67,0.970679056,0.957516461
Mexico,MEX,FMLE,YEARS70-74,0.010033233,20.00325651,72,0.722392772,0.957516461
Mexico,MEX,FMLE,YEARS75-79,0.007158552,23.1457447,77,0.551208469,0.957516461
Mexico,MEX,FMLE,YEARS80-84,0.004585919,26.06315156,82,0.376045331,0.957516461
Mexico,MEX,FMLE,YEARS85PLUS,0.004575329,50.40411042,88,0.40262894,0.957516461
Mexico,MEX,MLE,YEARS0-1,0.008689911,11.32121612,0.5,0.004344956,0.957516461
Mexico,MEX,MLE,YEARS10-14,0.044670612,1.089962941,12,0.536047348,0.957516461
Mexico,MEX,MLE,YEARS1-4,0.035565481,1.554211502,2.5,0.088913701,0.957516461
