COUNTRY,COUNTRY_CODE,SEX_CODE,AGEGROUP_CODE,DEATHS
Mexico,MEX,Male,YEARS 15-19,4848.8
Mexico,MEX,Male,YEARS 20-24,8540.7
Mexico,MEX,Male,YEARS 25-29,10240.8
Mexico,MEX,Male,YEARS 30-34,10151.2
Mexico,MEX,Male,YEARS 35-39,11353.1
Mexico,MEX,Male,YEARS 40-44,14064.2
Mexico,MEX,Male,YEARS 45-49,16505.1
Mexico,MEX,Male,YEARS 50-54,20191.4
Mexico,MEX,Male,YEARS 55-59,24380.8
Mexico,MEX,Male,YEARS 05-09,943.1
Mexico,MEX,Male,YEARS 60-64,26996.5
Mexico,MEX,Male,YEARS 65-69,31827.5
Mexico,MEX,Male,YEARS 70-74,30557.7
Mexico,MEX,Male,YEARS 75-79,33213
Mexico,MEX,Male,YEARS 80-84,33857.9
Mexico,MEX,Male,YEARS 85+,49441
Netherlands,NLD,Female,YEARS 0-01,247.1
Netherlands,NLD,Female,YEARS 10-14,20.2
Netherlands,NLD,Female,YEARS 01-04,31.4
Netherlands,NLD,Female,YEARS 15-19,52.9
Netherlands,NLD,Female,YEARS 20-24,59.5
Netherlands,NLD,Female,YEARS 25-29,91.4
Netherlands,NLD,Female,YEARS 30-34,142.1
Netherlands,NLD,Female,YEARS 35-39,195.5
Netherlands,NLD,Female,YEARS 40-44,329.9
Netherlands,NLD,Female,YEARS 45-49,643.3
Netherlands,NLD,Female,YEARS 50-54,1250.9
Netherlands,NLD,Female,YEARS 55-59,2080.7
Netherlands,NLD,Female,YEARS 05-09,15.1
Netherlands,NLD,Female,YEARS 60-64,2983.3
Netherlands,NLD,Female,YEARS 65-69,4115.3
Netherlands,NLD,Female,YEARS 70-74,5996.2
Netherlands,NLD,Female,YEARS 75-79,6789.5
Netherlands,NLD,Female,YEARS 80-84,9722.7
Netherlands,NLD,Female,YEARS 85+,30372.8
Netherlands,NLD,Male,YEARS 0-01,315
Netherlands,NLD,Male,YEARS 10-14,24.4
Netherlands,NLD,Male,YEARS 01-04,40.5
Netherlands,NLD,Male,YEARS 15-19,104.6
Netherlands,NLD,Male,YEARS 20-24,156
Netherlands,NLD,Male,YEARS 25-29,213
Netherlands,NLD,Male,YEARS 30-34,247.5
Netherlands,NLD,Male,YEARS 35-39,307.9
Netherlands,NLD,Male,YEARS 40-44,477.6
Netherlands,NLD,Male,YEARS 45-49,887.3
Netherlands,NLD,Male,YEARS 50-54,1597.6
Netherlands,NLD,Male,YEARS 55-59,2589
Netherlands,NLD,Male,YEARS 05-09,21.4
Netherlands,NLD,Male,YEARS 60-64,3963.3
Netherlands,NLD,Male,YEARS 65-69,5750.2
Netherlands,NLD,Male,YEARS 70-74,8383
Netherlands,NLD,Male,YEARS 75-79,8700.9
Netherlands,NLD,Male,YEARS 80-84,10574.6
Netherlands,NLD,Male,YEARS 85+,18356.6
Poland,POL,Female,YEARS 0-01,602.7
Poland,POL,Female,YEARS 10-14,71
Poland,POL,Female,YEARS 01-04,87.1
Poland,POL,Female,YEARS 15-19,137.8
Poland,POL,Female,YEARS 20-24,175.6
Poland,POL,Female,YEARS 25-29,251.3
Poland,POL,Female,YEARS 30-34,450.5
Poland,POL,Female,YEARS 35-39,817
Poland,POL,Female,YEARS 40-44,1239.6
Poland,POL,Female,YEARS 45-49,1901.7
Poland,POL,Female,YEARS 50-54,2888.7
Poland,POL,Female,YEARS 55-59,5535.1
Poland,POL,Female,YEARS 05-09,52
Poland,POL,Female,YEARS 60-64,10290.8
Poland,POL,Female,YEARS 65-69,14425.6
Poland,POL,Female,YEARS 70-74,16331.2
Poland,POL,Female,YEARS 75-79,15967.1
Poland,POL,Female,YEARS 80-84,28350
Poland,POL,Female,YEARS 85+,75534.7
Poland,POL,Male,YEARS 0-01,750.2
Poland,POL,Male,YEARS 10-14,107.1
Poland,POL,Male,YEARS 01-04,111
Poland,POL,Male,YEARS 15-19,293.8
Poland,POL,Male,YEARS 20-24,755.9
Poland,POL,Male,YEARS 25-29,1162.8
Poland,POL,Male,YEARS 30-34,1780.4
Poland,POL,Male,YEARS 35-39,2654.1
Poland,POL,Male,YEARS 40-44,3512.2
Poland,POL,Male,YEARS 45-49,5138.3
Poland,POL,Male,YEARS 50-54,7392.6
Poland,POL,Male,YEARS 55-59,12809.4
Poland,POL,Male,YEARS 05-09,71.5
Poland,POL,Male,YEARS 60-64,21907
Poland,POL,Male,YEARS 65-69,25676.1
Poland,POL,Male,YEARS 70-74,23853.8
Poland,POL,Male,YEARS 75-79,18622.4
Poland,POL,Male,YEARS 80-84,23337.4
Poland,POL,Male,YEARS 85+,35050.6
South Korea,KOR,Female,YEARS 0-01,426.2
South Korea,KOR,Female,YEARS 10-14,55.6
South Korea,KOR,Female,YEARS 01-04,70.4
South Korea,KOR,Female,YEARS 15-19,204.9
South Korea,KOR,Female,YEARS 20-24,405.8
South Korea,KOR,Female,YEARS 25-29,442.7
South Korea,KOR,Female,YEARS 30-34,606.5
South Korea,KOR,Female,YEARS 35-39,1044.5
South Korea,KOR,Female,YEARS 40-44,1340.8
South Korea,KOR,Female,YEARS 45-49,2173.1
South Korea,KOR,Female,YEARS 50-54,2692.5
South Korea,KOR,Female,YEARS 55-59,3810.9
South Korea,KOR,Female,YEARS 05-09,55.4
South Korea,KOR,Female,YEARS 60-64,4481.2
South Korea,KOR,Female,YEARS 65-69,5029.9
South Korea,KOR,Female,YEARS 70-74,7225.9
South Korea,KOR,Female,YEARS 75-79,14262.7
South Korea,KOR,Female,YEARS 80-84,21891.2
South Korea,KOR,Female,YEARS 85+,48697.8
South Korea,KOR,Male,YEARS 0-01,535.6
South Korea,KOR,Male,YEARS 10-14,85.4
South Korea,KOR,Male,YEARS 01-04,86
South Korea,KOR,Male,YEARS 15-19,321.1
South Korea,KOR,Male,YEARS 20-24,599.3
South Korea,KOR,Male,YEARS 25-29,841.8
South Korea,KOR,Male,YEARS 30-34,1027.1
South Korea,KOR,Male,YEARS 35-39,1834.9
South Korea,KOR,Male,YEARS 40-44,2522.8
South Korea,KOR,Male,YEARS 45-49,4827.4
South Korea,KOR,Male,YEARS 50-54,7395.8
South Korea,KOR,Male,YEARS 55-59,10842.5
South Korea,KOR,Male,YEARS 05-09,62.6
South Korea,KOR,Male,YEARS 60-64,12801.3
South Korea,KOR,Male,YEARS 65-69,12900.7
South Korea,KOR,Male,YEARS 70-74,15617.1
South Korea,KOR,Male,YEARS 75-79,22262.6
South Korea,KOR,Male,YEARS 80-84,23619.4
South Korea,KOR,Male,YEARS 85+,23611.3
Russia,RUS,Female,YEARS 0-01,3625.2
Russia,RUS,Female,YEARS 10-14,565.3
Russia,RUS,Female,YEARS 01-04,559
Russia,RUS,Female,YEARS 15-19,1050.3
Russia,RUS,Female,YEARS 20-24,1398.1
Russia,RUS,Female,YEARS 25-29,3087.2
Russia,RUS,Female,YEARS 30-34,7170
Russia,RUS,Female,YEARS 35-39,10982.6
Russia,RUS,Female,YEARS 40-44,13550
Russia,RUS,Female,YEARS 45-49,15773.7
Russia,RUS,Female,YEARS 50-54,19908.6
Russia,RUS,Female,YEARS 55-59,36480.6
Russia,RUS,Female,YEARS 05-09,556
Russia,RUS,Female,YEARS 60-64,52926
Russia,RUS,Female,YEARS 65-69,69853.3
Russia,RUS,Female,YEARS 70-74,72311.5
Russia,RUS,Female,YEARS 75-79,95553.4
Russia,RUS,Female,YEARS 80-84,181455.8
Russia,RUS,Female,YEARS 85+,264246.9
Russia,RUS,Male,YEARS 0-01,4662.8
Russia,RUS,Male,YEARS 10-14,850.8
Russia,RUS,Male,YEARS 01-04,727.9
Russia,RUS,Male,YEARS 15-19,2345.7
Russia,RUS,Male,YEARS 20-24,4457.2
Russia,RUS,Male,YEARS 25-29,9302.4
Russia,RUS,Male,YEARS 30-34,21278.5
Russia,RUS,Male,YEARS 35-39,29913.8
Russia,RUS,Male,YEARS 40-44,36686.6
Russia,RUS,Male,YEARS 45-49,40229.4
Russia,RUS,Male,YEARS 50-54,48683.9
Russia,RUS,Male,YEARS 55-59,83056.1
Russia,RUS,Male,YEARS 05-09,731.6
Russia,RUS,Male,YEARS 60-64,110617.8
Russia,RUS,Male,YEARS 65-69,113831.7
Russia,RUS,Male,YEARS 70-74,86549
Russia,RUS,Male,YEARS 75-79,69322.3
Russia,RUS,Male,YEARS 80-84,96084.1
Russia,RUS,Male,YEARS 85+,65382.7
Saudi Arabia,SAU,Female,YEARS 0-01,1509.2
Saudi Arabia,SAU,Female,YEARS 10-14,179.6
Saudi Arabia,SAU,Female,YEARS 01-04,236.9
Saudi Arabia,SAU,Female,YEARS 15-19,371.8
Saudi Arabia,SAU,Female,YEARS 20-24,635.3
Saudi Arabia,SAU,Female,YEARS 25-29,973.7
Saudi Arabia,SAU,Female,YEARS 30-34,1406.1
Saudi Arabia,SAU,Female,YEARS 35-39,1992.9
Saudi Arabia,SAU,Female,YEARS 40-44,2940.5
Saudi Arabia,SAU,Female,YEARS 45-49,3371.2
Saudi Arabia,SAU,Female,YEARS 50-54,3247.7
Saudi Arabia,SAU,Female,YEARS 55-59,3458.7
Saudi Arabia,SAU,Female,YEARS 05-09,201
Saudi Arabia,SAU,Female,YEARS 60-64,3478.2
Saudi Arabia,SAU,Female,YEARS 65-69,4226.6
Saudi Arabia,SAU,Female,YEARS 70-74,3904.1
Saudi Arabia,SAU,Female,YEARS 75-79,4536.4
Saudi Arabia,SAU,Female,YEARS 80-84,4154.7
Saudi Arabia,SAU,Female,YEARS 85+,5726.5
Saudi Arabia,SAU,Male,YEARS 0-01,1746.7
Saudi Arabia,SAU,Male,YEARS 10-14,204
Saudi Arabia,SAU,Male,YEARS 01-04,259.4
Saudi Arabia,SAU,Male,YEARS 15-19,685.4
Saudi Arabia,SAU,Male,YEARS 20-24,1488.9
Saudi Arabia,SAU,Male,YEARS 25-29,2414.6
Saudi Arabia,SAU,Male,YEARS 30-34,3533.2
Saudi Arabia,SAU,Male,YEARS 35-39,5025.5
Saudi Arabia,SAU,Male,YEARS 40-44,7390
Saudi Arabia,SAU,Male,YEARS 45-49,8687.7
Saudi Arabia,SAU,Male,YEARS 50-54,9209.9
Saudi Arabia,SAU,Male,YEARS 55-59,9584.1
Saudi Arabia,SAU,Male,YEARS 05-09,215.3
Saudi Arabia,SAU,Male,YEARS 60-64,8502
Saudi Arabia,SAU,Male,YEARS 65-69,7402.2
Saudi Arabia,SAU,Male,YEARS 70-74,5369
Saudi Arabia,SAU,Male,YEARS 75-79,5642.7
Saudi Arabia,SAU,Male,YEARS 80-84,4179.5
Saudi Arabia,SAU,Male,YEARS 85+,4866.2
Spain,ESP,Female,YEARS 0-01,419.1
Spain,ESP,Female,YEARS 10-14,40.8
Spain,ESP,Female,YEARS 01-04,60.4
Spain,ESP,Female,YEARS 15-19,73.6
Spain,ESP,Female,YEARS 20-24,119.6
Spain,ESP,Female,YEARS 25-29,149.3
Spain,ESP,Female,YEARS 30-34,214.5
Spain,ESP,Female,YEARS 35-39,486.1
Spain,ESP,Female,YEARS 40-44,954.2
Spain,ESP,Female,YEARS 45-49,1729.4
Spain,ESP,Female,YEARS 50-54,2815.5
Spain,ESP,Female,YEARS 55-59,4228.8
Spain,ESP,Female,YEARS 05-09,40.6
Spain,ESP,Female,YEARS 60-64,5085.4
Spain,ESP,Female,YEARS 65-69,6139.3
Spain,ESP,Female,YEARS 70-74,8475.8
Spain,ESP,Female,YEARS 75-79,13322.1
Spain,ESP,Female,YEARS 80-84,21643.5
Spain,ESP,Female,YEARS 85+,93943.5
Spain,ESP,Male,YEARS 0-01,533.9
Spain,ESP,Male,YEARS 10-14,67.2
Spain,ESP,Male,YEARS 01-04,78.9
Spain,ESP,Male,YEARS 15-19,139
Spain,ESP,Male,YEARS 20-24,271.4
Spain,ESP,Male,YEARS 25-29,357.3
Spain,ESP,Male,YEARS 30-34,483.6
Spain,ESP,Male,YEARS 35-39,816.7
Spain,ESP,Male,YEARS 40-44,1493.5
Spain,ESP,Male,YEARS 45-49,2984.4
Spain,ESP,Male,YEARS 50-54,5301.7
Spain,ESP,Male,YEARS 55-59,8386.8
Spain,ESP,Male,YEARS 05-09,54
Spain,ESP,Male,YEARS 60-64,10887.5
Spain,ESP,Male,YEARS 65-69,13411.3
Spain,ESP,Male,YEARS 70-74,17400.6
Spain,ESP,Male,YEARS 75-79,22213
Spain,ESP,Male,YEARS 80-84,25896.4
Spain,ESP,Male,YEARS 85+,61448.5
Sweden,SWE,Female,YEARS 0-01,103.6
Sweden,SWE,Female,YEARS 10-14,16.5
Sweden,SWE,Female,YEARS 01-04,18.7
Sweden,SWE,Female,YEARS 15-19,34
Sweden,SWE,Female,YEARS 20-24,50.3
Sweden,SWE,Female,YEARS 25-29,86.9
Sweden,SWE,Female,YEARS 30-34,105.7
Sweden,SWE,Female,YEARS 35-39,100
Sweden,SWE,Female,YEARS 40-44,155.9
Sweden,SWE,Female,YEARS 45-49,289.1
Sweden,SWE,Female,YEARS 50-54,481.9
Sweden,SWE,Female,YEARS 55-59,742.4
Sweden,SWE,Female,YEARS 05-09,10.9
Sweden,SWE,Female,YEARS 60-64,1184.7
Sweden,SWE,Female,YEARS 65-69,1878.7
Sweden,SWE,Female,YEARS 70-74,3295.2
Sweden,SWE,Female,YEARS 75-79,4174.5
Sweden,SWE,Female,YEARS 80-84,5391.4
Sweden,SWE,Female,YEARS 85+,20319
Sweden,SWE,Male,YEARS 0-01,131
Sweden,SWE,Male,YEARS 10-14,17.1
Sweden,SWE,Male,YEARS 01-04,24
Sweden,SWE,Male,YEARS 15-19,62.7
Sweden,SWE,Male,YEARS 20-24,153.4
Sweden,SWE,Male,YEARS 25-29,267.2
Sweden,SWE,Male,YEARS 30-34,246.6
Sweden,SWE,Male,YEARS 35-39,237.7
Sweden,SWE,Male,YEARS 40-44,283.1
Sweden,SWE,Male,YEARS 45-49,433.5
Sweden,SWE,Male,YEARS 50-54,705.9
Sweden,SWE,Male,YEARS 55-59,1071.4
Sweden,SWE,Male,YEARS 05-09,13.7
Sweden,SWE,Male,YEARS 60-64,1772.6
Sweden,SWE,Male,YEARS 65-69,2693.6
Sweden,SWE,Male,YEARS 70-74,4557.3
Sweden,SWE,Male,YEARS 75-79,5585.7
Sweden,SWE,Male,YEARS 80-84,6030.5
Sweden,SWE,Male,YEARS 85+,13431.5
Switzerland,CHE,Female,YEARS 0-01,130.9
Switzerland,CHE,Female,YEARS 10-14,9.9
Switzerland,CHE,Female,YEARS 01-04,12.7
Switzerland,CHE,Female,YEARS 15-19,15.4
Switzerland,CHE,Female,YEARS 20-24,22.5
Switzerland,CHE,Female,YEARS 25-29,36.9
Switzerland,CHE,Female,YEARS 30-34,54.8
Switzerland,CHE,Female,YEARS 35-39,102.9
Switzerland,CHE,Female,YEARS 40-44,124.1
Switzerland,CHE,Female,YEARS 45-49,243.8
Switzerland,CHE,Female,YEARS 50-54,451.3
Switzerland,CHE,Female,YEARS 55-59,719.9
Switzerland,CHE,Female,YEARS 05-09,6.8
Switzerland,CHE,Female,YEARS 60-64,917.2
Switzerland,CHE,Female,YEARS 65-69,1288.7
Switzerland,CHE,Female,YEARS 70-74,2030.3
Switzerland,CHE,Female,YEARS 75-79,2766.8
Switzerland,CHE,Female,YEARS 80-84,4332.9
Switzerland,CHE,Female,YEARS 85+,16812.5
Switzerland,CHE,Male,YEARS 0-01,159.6
Switzerland,CHE,Male,YEARS 10-14,9.1
Switzerland,CHE,Male,YEARS 01-04,16.5
Switzerland,CHE,Male,YEARS 15-19,42.5
Switzerland,CHE,Male,YEARS 20-24,73.7
Switzerland,CHE,Male,YEARS 25-29,93.6
Switzerland,CHE,Male,YEARS 30-34,108.9
Switzerland,CHE,Male,YEARS 35-39,150.8
Switzerland,CHE,Male,YEARS 40-44,217.3
Switzerland,CHE,Male,YEARS 45-49,376
Switzerland,CHE,Male,YEARS 50-54,773.1
Switzerland,CHE,Male,YEARS 55-59,1166.9
Switzerland,CHE,Male,YEARS 05-09,8.8
Switzerland,CHE,Male,YEARS 60-64,1669.3
Switzerland,CHE,Male,YEARS 65-69,2099.7
Switzerland,CHE,Male,YEARS 70-74,3187.7
Switzerland,CHE,Male,YEARS 75-79,3630.8
Switzerland,CHE,Male,YEARS 80-84,4586.1
Switzerland,CHE,Male,YEARS 85+,10371
Thailand,THA,Female,YEARS 0-01,2296
Thailand,THA,Female,YEARS 10-14,746.9
Thailand,THA,Female,YEARS 01-04,369.3
Thailand,THA,Female,YEARS 15-19,900.9
Thailand,THA,Female,YEARS 20-24,1127.9
Thailand,THA,Female,YEARS 25-29,1475.2
Thailand,THA,Female,YEARS 30-34,1887
Thailand,THA,Female,YEARS 35-39,2991.8
Thailand,THA,Female,YEARS 40-44,4485.9
Thailand,THA,Female,YEARS 45-49,6463
Thailand,THA,Female,YEARS 50-54,8851.1
Thailand,THA,Female,YEARS 55-59,10898.7
Thailand,THA,Female,YEARS 05-09,508.1
Thailand,THA,Female,YEARS 60-64,14882.6
Thailand,THA,Female,YEARS 65-69,17892.9
Thailand,THA,Female,YEARS 70-74,20549.4
Thailand,THA,Female,YEARS 75-79,24113.9
Thailand,THA,Female,YEARS 80-84,28541.1
Thailand,THA,Female,YEARS 85+,54210.9
Thailand,THA,Male,YEARS 0-01,2998.9
Thailand,THA,Male,YEARS 10-14,1163.5
Thailand,THA,Male,YEARS 01-04,467.2
Thailand,THA,Male,YEARS 15-19,2760.8
Thailand,THA,Male,YEARS 20-24,4199.5
Thailand,THA,Male,YEARS 25-29,5558.3
Thailand,THA,Male,YEARS 30-34,6747.1
Thailand,THA,Male,YEARS 35-39,8581.3
Thailand,THA,Male,YEARS 40-44,11062.3
Thailand,THA,Male,YEARS 45-49,13596.4
Thailand,THA,Male,YEARS 50-54,17035
Thailand,THA,Male,YEARS 55-59,19747.8
Thailand,THA,Male,YEARS 05-09,634.9
Thailand,THA,Male,YEARS 60-64,23216.8
Thailand,THA,Male,YEARS 65-69,24726.2
Thailand,THA,Male,YEARS 70-74,25368.5
Thailand,THA,Male,YEARS 75-79,26367.6
Thailand,THA,Male,YEARS 80-84,25675.9
Thailand,THA,Male,YEARS 85+,36392.5
Turkey,TUR,Female,YEARS 0-01,4910.7
Turkey,TUR,Female,YEARS 10-14,461
Turkey,TUR,Female,YEARS 01-04,696.2
Turkey,TUR,Female,YEARS 15-19,661.7
Turkey,TUR,Female,YEARS 20-24,724.6
Turkey,TUR,Female,YEARS 25-29,755.7
Turkey,TUR,Female,YEARS 30-34,1006.1
Turkey,TUR,Female,YEARS 35-39,1524.4
Turkey,TUR,Female,YEARS 40-44,2385.4
Turkey,TUR,Female,YEARS 45-49,3393.7
Turkey,TUR,Female,YEARS 50-54,5005.8
Turkey,TUR,Female,YEARS 55-59,7226.2
Turkey,TUR,Female,YEARS 05-09,436
Turkey,TUR,Female,YEARS 60-64,10739.7
Turkey,TUR,Female,YEARS 65-69,15882.4
Turkey,TUR,Female,YEARS 70-74,21664.9
Turkey,TUR,Female,YEARS 75-79,29060.2
Turkey,TUR,Female,YEARS 80-84,34475.9
Turkey,TUR,Female,YEARS 85+,56753.1
Turkey,TUR,Male,YEARS 0-01,5877.3
Turkey,TUR,Male,YEARS 10-14,635.7
Turkey,TUR,Male,YEARS 01-04,796
Turkey,TUR,Male,YEARS 15-19,1272.2
Turkey,TUR,Male,YEARS 20-24,1696
Turkey,TUR,Male,YEARS 25-29,1783.2
Turkey,TUR,Male,YEARS 30-34,2063.2
Turkey,TUR,Male,YEARS 35-39,2938.4
Turkey,TUR,Male,YEARS 40-44,4468.8
Turkey,TUR,Male,YEARS 45-49,6905.2
Turkey,TUR,Male,YEARS 50-54,10915.5
Turkey,TUR,Male,YEARS 55-59,15276.9
Turkey,TUR,Male,YEARS 05-09,518.6
Turkey,TUR,Male,YEARS 60-64,20130.9
Turkey,TUR,Male,YEARS 65-69,23520.1
Turkey,TUR,Male,YEARS 70-74,27348.1
Turkey,TUR,Male,YEARS 75-79,28705.1
Turkey,TUR,Male,YEARS 80-84,24410.6
Turkey,TUR,Male,YEARS 85+,26726.8
UK,GBR,Female,YEARS 0-01,1199.2
UK,GBR,Female,YEARS 10-14,85.2
UK,GBR,Female,YEARS 01-04,150.6
UK,GBR,Female,YEARS 15-19,192.1
UK,GBR,Female,YEARS 20-24,321.3
UK,GBR,Female,YEARS 25-29,474.9
UK,GBR,Female,YEARS 30-34,832.7
UK,GBR,Female,YEARS 35-39,1251.3
UK,GBR,Female,YEARS 40-44,1875.5
UK,GBR,Female,YEARS 45-49,2978.6
UK,GBR,Female,YEARS 50-54,4749.5
UK,GBR,Female,YEARS 55-59,7353.1
UK,GBR,Female,YEARS 05-09,81.2
UK,GBR,Female,YEARS 60-64,9760.3
UK,GBR,Female,YEARS 65-69,13151.7
UK,GBR,Female,YEARS 70-74,22188.7
UK,GBR,Female,YEARS 75-79,26993.3
UK,GBR,Female,YEARS 80-84,38880.4
UK,GBR,Female,YEARS 85+,128597.8
UK,GBR,Male,YEARS 0-01,1521.8
UK,GBR,Male,YEARS 10-14,128.8
UK,GBR,Male,YEARS 01-04,191
UK,GBR,Male,YEARS 15-19,368.9
UK,GBR,Male,YEARS 20-24,768.5
UK,GBR,Male,YEARS 25-29,1114.7
UK,GBR,Male,YEARS 30-34,1523.6
UK,GBR,Male,YEARS 35-39,2036.8
UK,GBR,Male,YEARS 40-44,3196.3
UK,GBR,Male,YEARS 45-49,4670.9
UK,GBR,Male,YEARS 50-54,6763.4
UK,GBR,Male,YEARS 55-59,10351.1
UK,GBR,Male,YEARS 05-09,114.5
UK,GBR,Male,YEARS 60-64,14582.4
UK,GBR,Male,YEARS 65-69,18899.8
UK,GBR,Male,YEARS 70-74,30420.3
UK,GBR,Male,YEARS 75-79,34341.6
UK,GBR,Male,YEARS 80-84,41376.8
UK,GBR,Male,YEARS 85+,87987.5
USA,USA,Female,YEARS 0-01,8890.4
USA,USA,Female,YEARS 10-14,926.9
USA,USA,Female,YEARS 01-04,1226
USA,USA,Female,YEARS 15-19,2570.9
USA,USA,Female,YEARS 20-24,4416.2
USA,USA,Female,YEARS 25-29,6369.1
USA,USA,Female,YEARS 30-34,9072.3
USA,USA,Female,YEARS 35-39,11150.6
USA,USA,Female,YEARS 40-44,13688.2
USA,USA,Female,YEARS 45-49,20619.2
USA,USA,Female,YEARS 50-54,33688.3
USA,USA,Female,YEARS 55-59,56396.1
USA,USA,Female,YEARS 05-09,772.5
USA,USA,Female,YEARS 60-64,71519.2
USA,USA,Female,YEARS 65-69,88657.3
USA,USA,Female,YEARS 70-74,114180
USA,USA,Female,YEARS 75-79,130075.6
USA,USA,Female,YEARS 80-84,153099.6
USA,USA,Female,YEARS 85+,482159.5
USA,USA,Male,YEARS 0-01,11107.8
USA,USA,Male,YEARS 10-14,1461.4
USA,USA,Male,YEARS 01-04,1605.8
USA,USA,Male,YEARS 15-19,6496.1
USA,USA,Male,YEARS 20-24,13420.7
USA,USA,Male,YEARS 25-29,17559.9
USA,USA,Male,YEARS 30-34,19712.8
USA,USA,Male,YEARS 35-39,21171.8
USA,USA,Male,YEARS 40-44,23268.1
USA,USA,Male,YEARS 45-49,31937.7
USA,USA,Male,YEARS 50-54,51414.1
USA,USA,Male,YEARS 55-59,87432.7
USA,USA,Male,YEARS 05-09,1005.2
USA,USA,Male,YEARS 60-64,113886.9
USA,USA,Male,YEARS 65-69,128689.7
USA,USA,Male,YEARS 70-74,156157.8
USA,USA,Male,YEARS 75-79,145752.9
USA,USA,Male,YEARS 80-84,151829.8
USA,USA,Male,YEARS 85+,302190.2
